ENOTA,ODO_MID,ODO_ID,ODO_UIME,POV_KM2,D_OD,DV_OD,STATUS,CEN_E,CEN_N
CK,17798456,23611,Toma Brejca - Vir,2.86,2020/10/19,2020/10/19,V,469529,112606
CK,17798464,23612,Domžale - Slavka Šlandra,2.5,2020/10/19,2020/10/19,V,469009,111276
CK,17798472,23613,Domžale - Simona Jenka,4.11,1997/11/25,1997/11/26,V,468809,110176
CK,17798499,23614,Domžale - Venclja Perka,4.41,1997/11/25,1997/11/26,V,468129,111036
CK,17798618,77601,Moravče,31.12,1998/02/10,1998/02/12,V,480209,110796
CK,17798626,77602,Peče,11.05,1998/02/10,1998/02/12,V,486380,111836
CK,17798634,77603,Vrhpolje,9.07,1998/02/10,1998/02/12,V,477549,109556
CK,17798642,77604,Velika Vas,6.7,1998/02/10,1998/02/12,V,480979,107816
CK,17798669,77605,Dešen,3.41,1998/02/10,1998/02/12,V,483509,108816
CK,17798758,68601,Blagovica,14.07,1998/03/05,1998/03/05,V,484750,115886
CK,17798766,68602,Češnjice,2.74,1998/03/05,1998/03/05,V,482710,116936
CK,17798774,68603,Krašnja,10.98,1998/03/05,1998/03/05,V,479740,115236
CK,17798782,68604,Lukovica,12.13,1998/03/05,1998/03/05,V,476000,114356
CK,17798804,68605,Prevoje,4.88,1998/03/05,1998/03/05,V,474510,113116
CK,17798812,68606,Rafolče,3.81,1998/03/05,1998/03/05,V,474430,115416
CK,17798839,68607,Trojane,18.38,1998/03/05,1998/03/05,V,489680,116316
CK,17798847,68608,Zlato Polje,7.85,1998/03/05,1998/03/05,V,478380,117066
CK,17907867,32601,Grosuplje,16.09,1997/09/01,1997/09/05,V,473349,90646
CK,17907875,32602,Ilova Gora,7.03,1997/09/01,1997/09/05,V,478549,83716
CK,17907883,32603,Mlačevo,8.46,1997/09/01,1997/09/05,V,475349,88466
CK,17907891,32604,Št. Jurij,19.17,1997/09/01,1997/09/05,V,470829,88126
CK,17907905,32605,Polica,22.35,1997/09/01,1997/09/05,V,476309,93656
CK,17907913,32606,Račna,12.4,1997/09/01,1997/09/05,V,475949,84976
CK,17907921,32607,Spodnja Slivnica,4.73,1997/09/01,1997/09/05,V,473339,87736
CK,17907930,32608,Škocjan,11.74,1997/09/01,1997/09/05,V,471679,83826
CK,17907948,32609,Šmarje - Sap,15.48,1997/09/01,1997/09/05,V,469839,92986
CK,17907956,32610,Žalna,16.39,1997/09/01,1997/09/05,V,478059,87366
CK,17907964,39601,Ambrus,26.91,1997/09/01,1997/09/05,V,486319,77386
CK,17907972,39602,Dob pri Šentvidu,17.94,1997/09/01,1997/09/05,V,488999,86706
CK,17907999,39603,Ivančna Gorica,12.17,1997/09/01,1997/09/05,V,484719,88636
CK,17908006,39604,Krka,29.03,1997/09/01,1997/09/05,V,483389,81776
CK,17908014,39605,Metnaj,16.86,1997/09/01,1997/09/05,V,484699,94096
CK,17908022,39606,Muljava,18.54,1997/09/01,1997/09/05,V,482629,85416
CK,17908049,39608,Stična,8.5,1997/09/01,1997/09/05,V,484499,90116
CK,17908057,39609,Šentvid pri Stični,22.95,1997/09/01,1997/09/05,V,487819,89966
CK,17908065,39610,Temenica,14.99,1997/09/01,1997/09/05,V,491299,92116
CK,17908073,39611,Višnja Gora,32.9,1997/09/01,1997/09/05,V,480019,90936
CK,17908081,39612,Zagradec,20.52,1997/09/01,1997/09/05,V,487109,80076
CK,17908090,39607,Sobrače,5.7,1997/09/01,1997/09/05,V,490379,94336
CK,17952773,123601,Lavrica,9.9,2022/10/05,2022/10/05,V,466909,95936
CK,17952781,123602,Pijava Gorica,4.6,2022/10/05,2022/10/05,V,466829,90266
CK,17952790,123603,Želimlje,7.42,2022/10/05,2022/10/05,V,466529,87236
CK,18245159,60611,Krajevna skupnost Spodnji Log,7.6,2004/04/14,2004/04/14,V,491609,104966
CK,18245957,194601,Krajevna skupnost Jablaniška dolina,11.39,2004/02/10,2004/02/10,V,489329,101316
CK,18245965,194603,Krajevna skupnost Liberga,7.3,2004/02/10,2004/02/10,V,491249,98886
CK,18245973,194604,Krajevna skupnost Razbore,3.6,2004/02/10,2004/02/10,V,493059,95466
CK,18245981,194608,Krajevna skupnost Zavrstnik,5.24,2004/02/10,2004/02/10,V,486169,100536
CK,18246112,60601,Krajevna skupnost Breg - Tenetiše,2.83,2004/04/14,2004/04/14,V,488519,102716
CK,18351684,8601,Brezovica,6.61,1997/11/13,1997/11/14,V,454229,97657
CK,18351692,8602,Notranje Gorice,13.1,1997/11/13,1997/11/14,V,453129,95597
CK,18351706,8603,Preserje,41.45,1997/11/13,1997/11/14,V,453779,91036
CK,18351714,8604,Rakitna,21.06,1997/11/13,1997/11/14,V,456259,83316
CK,18351722,8605,Vnanje Gorice,8.96,1997/11/13,1997/11/14,V,454749,96297
CK,18351749,21601,Črni Vrh,21.31,1997/11/13,1997/11/14,V,442699,105617
CK,18351757,21602,Dobrova,32.56,1997/11/13,1997/11/14,V,454689,101667
CK,18351773,21604,Polhov Gradec,45.36,1997/11/13,1997/11/14,V,447479,102887
CK,18351781,21605,Šentjošt,18.36,1997/11/13,1997/11/14,V,439269,101217
CK,18351790,71602,Medvode - center,2.1,2000/11/30,2001/01/04,V,454779,111107
CK,18351803,71603,Pirniče,9.28,2000/11/30,2001/01/04,V,456269,111047
CK,18351811,71607,Smlednik,15.4,2000/11/30,2001/01/04,V,456309,114757
CK,18351820,71609,Trnovec,6.62,2000/11/30,2001/01/04,V,449829,107467
CK,18351838,71604,Preska - Žlebe,7.77,2014/09/02,2014/09/02,V,454449,109357
CK,18351846,71605,Senica,1.93,2000/11/30,2001/01/04,V,452859,112537
CK,18351854,71608,Sora,8.29,2000/11/30,2001/01/04,V,451559,111427
CK,18351862,71610,Vaše Goričane,1.92,2000/11/30,2001/01/04,V,453419,111187
CK,18351889,71611,Zbilje,2.37,2000/11/30,2001/01/04,V,454669,113307
CK,18351897,22601,Beričevo,4.05,1997/11/13,1997/11/14,V,469709,105436
CK,18351919,22602,Dol,8.15,1997/11/13,1997/11/14,V,472449,105406
CK,18351927,22603,Dolsko,17.3,1997/11/13,1997/11/14,V,475189,106066
CK,18351935,22604,Klopce,3.84,1997/11/13,1997/11/14,V,476779,107356
CK,18431840,71606,Seničica - Golo brdo,8.69,2000/11/30,2001/01/04,V,455609,109877
CK,18431858,71601,Katarina,7.79,2000/11/30,2001/01/04,V,451099,106687
CK,18467593,64601,Hotedršica,34.94,2013/10/09,2013/10/09,V,433508,85597
CK,18467666,64602,Laze-Jakovica,20.42,2013/10/09,2013/10/09,V,442678,80526
CK,18467674,64603,Log-Zaplana,3.95,2013/10/09,2013/10/09,V,438699,90487
CK,18467682,64604,Naklo,28.48,2013/10/09,2013/10/09,V,440248,86607
CK,18467704,64605,Rovte,22.4,2013/10/09,2013/10/09,V,438149,92587
CK,18467712,64606,Tabor,38.53,2013/10/09,2013/10/09,V,438928,86717
CK,18467739,64607,Trate,15.83,2013/10/09,2013/10/09,V,435299,91937
CK,18467747,64608,Vrh Sv. Treh Kraljev,8.47,2013/10/09,2013/10/09,V,436079,96467
CK,18567644,13601,Begunje,67.79,1997/08/01,1997/09/03,V,453758,75356
CK,18567652,13602,Cajnarje - Sveti Vid,30.92,1997/08/01,1997/09/03,V,458889,78286
CK,18567679,13603,Cerknica,53.8,1997/08/01,1997/09/03,V,450098,73146
CK,18567687,13604,Grahovo,45.85,1997/08/01,1997/09/03,V,455838,67436
CK,18567695,13605,Rakek,42.56,1997/08/01,1997/09/03,V,445038,75466
CK,18700638,142613,Tirna,7.29,2014/09/15,2014/09/15,V,492410,108966
CK,18923092,160601,Hoče,10.77,1999/10/21,1999/10/21,V,549671,151305
CK,18923106,160602,Orehova-Hotinja vas,6.56,1999/10/21,1999/10/21,V,551161,148205
CK,18923114,160603,Reka-Pohorje,22.07,1999/10/21,1999/10/21,V,544299,150591
CK,18923122,160604,Rogoza,4.73,1999/10/21,1999/10/21,V,551801,151454
CK,18923149,160605,Slivnica,9.55,1999/10/21,1999/10/21,V,549251,148775
CK,18986361,169601,Dobrovce,3.96,2001/10/16,2001/10/16,V,554271,149334
CK,18986370,169602,Dravski Dvor,1.9,2001/10/16,2001/10/16,V,554731,147256
CK,18986388,169603,Miklavž na Dravskem polju,4.96,2001/10/16,2001/10/16,V,553672,152024
CK,18986396,169604,Skoke,1.68,2001/10/16,2001/10/16,V,553191,150114
CK,19118762,29601,KRAJEVNA SKUPNOST APAČE,30.62,1998/04/20,1998/05/06,V,569682,173414
CK,19118789,29602,KS ČREŠNJEVCI-ZBIGOVCI,16.49,1998/04/20,1998/05/06,V,576292,168913
CK,19118797,29603,KS GORNJA RADGONA,8.84,1998/04/20,1998/05/06,V,575222,171833
CK,19118819,29606,KS SPODNJI IVANCI,10.45,1998/04/20,1998/05/06,V,573702,161704
CK,19118827,29604,KS NEGOVA,21.85,1998/04/20,1998/05/06,V,574292,163314
CK,19118835,29605,KS SPODNJA ŠČAVNICA,16.94,1998/04/20,1998/05/06,V,572512,168514
CK,19118843,29607,KS STOGOVCI,22.84,1998/04/20,1998/05/06,V,564902,173004
CK,19118851,100609,KS RADENCI,21,1998/04/20,1998/05/06,V,579152,167617
CK,19118860,100608,KS KAPELA,13.16,1998/04/20,1998/05/06,V,581032,163833
CK,19228398,59613,Radmožanci,11.93,1997/12/09,1997/12/09,V,606012,164882
CK,19228401,59614,Dolnji Lakoš,2.44,1997/12/09,1997/12/09,V,610171,157922
CK,19228410,59615,Gornji Lakoš,5.14,1997/12/09,1997/12/09,V,608741,158362
CK,19228428,59616,Pince Marof - Benica,18.65,1997/12/09,1997/12/09,V,615341,153012
CK,19228436,59617,Pince,2.29,1997/12/09,1997/12/09,V,616791,155122
CK,19228444,59618,Dolina pri Lendavi,6.69,1997/12/09,1997/12/09,V,615471,156202
CK,19228452,59619,Kapca,5.99,1997/12/09,1997/12/09,V,605811,158032
CK,19228479,59620,Kot,1.19,1997/12/09,1997/12/09,V,606321,156813
CK,19240487,156601,KS DOBROVNIK,19.1,2003/08/25,2003/08/25,V,603322,169742
CK,19246086,156602,KS STREHOVCI,6.95,2003/08/25,2003/08/25,V,600982,169823
CK,19246094,156603,KS ŽITKOVCI,5.08,2003/08/25,2003/08/25,V,605242,167912
CK,19467074,80604,KS KUPŠINCI,5.82,2005/12/21,2005/12/22,V,585432,170903
CK,19467082,80605,KS MARKIŠAVCI,2.91,2002/09/18,2002/09/18,V,589002,172133
CK,19467104,80606,KS NEMČAVCI,3.23,2002/09/18,2002/09/18,V,590002,171913
CK,19467112,80607,KS POLANA,2.29,2002/09/18,2002/09/18,V,587112,171903
CK,19467147,80602,KS ČERNELAVCI,2.34,2002/09/18,2002/09/18,V,587162,169983
CK,19467155,80608,KS PUŠČA,0.08,2002/09/18,2002/09/18,V,587091,169110
CK,19467163,80609,KS RAKIČAN,9.19,2002/09/18,2002/09/18,V,591552,169013
CK,19467171,80610,KS VEŠČICA,3.03,2002/09/18,2002/09/18,V,586562,170833
CK,19470407,80611,KS SATAHOVCI,3.65,2006/09/22,2006/09/22,V,585972,166572
CK,19481247,78601,Andrejci,5.07,2014/09/11,2014/09/11,V,593592,176543
CK,19481255,78602,Berkovci,1.62,2014/09/11,2014/09/11,V,598732,179993
CK,19481263,78603,Bogojina,7,2014/09/11,2014/09/11,V,597972,171343
CK,19481271,78604,Bukovnica,3.86,2014/09/11,2014/09/11,V,601242,173292
CK,19481280,78605,Čikečka vas,4.27,2014/09/11,2014/09/11,V,600912,176562
CK,19481298,78606,Filovci,9.05,2014/09/11,2014/09/11,V,599402,170143
CK,19481301,78607,Fokovci,6.03,2014/09/11,2014/09/11,V,597182,178683
CK,19481310,78608,Ivanci,4.37,2014/09/11,2014/09/11,V,596292,169453
CK,19481328,78609,Ivanjševci,2.35,2014/09/11,2014/09/11,V,598852,181212
CK,19481336,78610,Ivanovci,3.78,2014/09/11,2014/09/11,V,593822,178023
CK,19481344,78611,Kančevci,4.1,2014/09/11,2014/09/11,V,594682,180343
CK,19481352,78612,Krnci,2.62,2014/09/11,2014/09/11,V,592442,177903
CK,19481379,78613,Lončarovci,3.4,2014/09/11,2014/09/11,V,596862,181613
CK,19481387,78614,Martjanci,3.72,2014/09/11,2014/09/11,V,591282,172553
CK,19481395,78615,Mlajtinci/Lukačevci,7.67,2014/09/11,2014/09/11,V,593872,170553
CK,19481409,78616,Moravske Toplice,8.61,2014/09/11,2014/09/11,V,593932,173303
CK,19481417,78617,Motvarjevci,10.18,2014/09/11,2014/09/11,V,603133,174923
CK,19481425,78618,Noršinci,3.47,2014/09/11,2014/09/11,V,592272,170723
CK,19481433,78619,Pordašinci,2.43,2014/09/11,2014/09/11,V,602172,176852
CK,19481441,78620,Prosenjakovci,6.67,2014/09/11,2014/09/11,V,600152,178862
CK,19481450,78621,Ratkovci,2.77,2014/09/11,2014/09/11,V,596542,180163
CK,19481468,78622,Sebeborci,7.82,2014/09/11,2014/09/11,V,591712,175013
CK,19481476,78623,Selo,9.23,2014/09/11,2014/09/11,V,598522,177393
CK,19481484,78624,Središče,3.81,2014/09/11,2014/09/11,V,600152,182202
CK,19481492,78625,Suhi vrh,3.17,2014/09/11,2014/09/11,V,595657,173883
CK,19481506,78626,Tešanovci,7.37,2014/09/11,2014/09/11,V,594712,171863
CK,19481514,78627,Vučja Gomila,9.98,2014/09/11,2014/09/11,V,597572,174483
CK,19481603,97601,Bodonci,13.4,2014/09/11,2014/09/11,V,583692,178303
CK,19481611,97603,Brezovci,12.74,2014/09/11,2014/09/11,V,586052,174703
CK,19481620,97606,Mačkovci,41.62,2014/09/11,2014/09/11,V,589012,181213
CK,19481638,97607,Puconci,4.88,2014/09/11,2014/09/11,V,588212,174623
CK,19481646,97602,Bokrači,2.84,2014/09/11,2014/09/11,V,591402,177623
CK,19481654,97608,Šalamenci,5.52,2014/09/11,2014/09/11,V,586982,176923
CK,19481662,97609,Vaneča,5.94,2014/09/11,2014/09/11,V,589642,179083
CK,19481689,97604,Dolina,3.33,2014/09/11,2014/09/11,V,590592,178293
CK,19481697,97605,Gorica,3.7,2014/09/11,2014/09/11,V,587932,174263
CK,19481719,97610,Zenkovci,14,2014/09/11,2014/09/11,V,581262,177983
CK,19563120,1601,Krajevna skupnost Ajdovščina,10.5,2014/09/12,2014/09/12,V,414738,83647
CK,19563138,1602,Krajevna skupnost Batuje,2.83,2014/09/12,2014/09/12,V,405088,84487
CK,19563146,1603,Krajevna skupnost Brje,5.35,2014/09/12,2014/09/12,V,408018,81637
CK,19563154,1604,Krajevna skupnost Budanje,5.33,2014/09/12,2014/09/12,V,417568,81267
CK,19563162,1605,Krajevna skupnost Cesta,2.75,2014/09/12,2014/09/12,V,411808,83457
CK,19563189,1606,Krajevna skupnost Col,28.45,2014/09/12,2014/09/12,V,419828,84817
CK,19563197,1607,Krajevna skupnost Črniče - Ravne,17.98,2022/06/11,2022/06/21,V,404998,86347
CK,19563219,1608,Krajevna skupnost Dobravlje,3.18,2014/09/12,2014/09/12,V,409748,83537
CK,19563227,1609,Krajevna skupnost Dolga Poljana,2.31,2014/09/12,2014/09/12,V,416918,82317
CK,19563243,1610,Krajevna skupnost Gaberje,4.6,2014/09/12,2014/09/12,V,413468,78287
CK,19563251,1611,Krajevna skupnost Gojače - Malovše,5.71,2014/09/12,2014/09/12,V,406278,85597
CK,19563260,1612,Krajevna skupnost Kamnje - Potoče,7.46,2014/09/12,2014/09/12,V,408638,83977
CK,19563278,1614,Krajevna skupnost Lokavec,13.74,2014/09/12,2014/09/12,V,412378,85017
CK,19563286,1613,Krajevna skupnost Otlica - Kovk,21.04,2014/09/12,2014/09/12,V,417228,86637
CK,19563294,1615,Krajevna skupnost Planina,6.95,2014/09/12,2014/09/12,V,413348,80987
CK,19563308,1616,Krajevna skupnost Podkraj,34.21,2014/09/12,2014/09/12,V,425438,81987
CK,19563316,1617,Krajevna skupnost Predmeja,20.75,2014/09/12,2014/09/12,V,414328,89657
CK,19563324,1618,Krajevna skupnost Selo,3.98,2014/09/12,2014/09/12,V,405948,84007
CK,19563332,1619,Krajevna skupnost Skrilje,1.45,2014/09/12,2014/09/12,V,410688,84237
CK,19563359,1620,Krajevna skupnost Stomaž,7.4,2014/09/12,2014/09/12,V,411348,85137
CK,19563367,1621,Krajevna skupnost Šmarje,9.73,2014/09/12,2014/09/12,V,411448,80157
CK,19563375,1622,Krajevna skupnost Ustje,3.92,2014/09/12,2014/09/12,V,413278,81387
CK,19563383,1623,Krajevna skupnost Velike Žablje,3.12,2014/09/12,2014/09/12,V,410768,81447
CK,19563391,1624,Krajevna skupnost Vipavski Križ,0.48,2014/09/12,2014/09/12,V,411638,82987
CK,19563405,1625,Krajevna skupnost Vrtovin,16.12,2014/09/12,2014/09/12,V,408448,86147
CK,19563413,1626,Krajevna skupnost Žapuže,2.22,2014/09/12,2014/09/12,V,416328,82587
CK,19563421,136601,Erzelj,3.84,2000/06/26,2000/06/30,V,415148,77527
CK,19563430,136602,goče,4.54,2000/06/26,2000/06/30,V,416388,76377
CK,19563448,136603,Gradišče pri Vipavi,3.77,2000/06/26,2000/06/30,V,419578,77777
CK,19563456,136604,Lozice,10.39,2000/06/26,2000/06/30,V,421488,71906
CK,19563464,136605,Lože,1.64,2006/08/30,2006/08/30,V,417438,76977
CK,19563472,136606,Podnanos,10.77,2000/06/26,2000/06/30,V,419648,73857
CK,19563499,136607,Podraga,6.96,2000/06/26,2000/06/30,V,418298,74567
CK,19563502,136608,Slap,5.1,2000/06/26,2000/06/30,V,417158,78267
CK,19563529,136609,Vipava,45.51,2000/06/26,2000/06/30,V,419408,79157
CK,19563537,136610,Vrhpolje,12.7,2000/06/26,2000/06/30,V,418238,80837
CK,19568628,136611,Manče,2.14,2006/08/30,2006/08/30,V,417568,76167
CK,19573281,1627,Krajevna skupnost Plače,2.76,2018/07/03,2018/07/03,V,412698,82447
CK,19575829,1628,Krajevna skupnost Male Žablje,1.15,2022/06/11,2022/06/21,V,411359,82488
CK,19820424,201601,Bukovica - Volčja Draga,4.15,2010/08/03,2010/08/03,V,396798,85387
CK,19820432,201602,Renče,16.08,2010/08/03,2010/08/03,V,396418,83027
CK,19820459,201603,Vogrsko,9.24,2010/08/03,2010/08/03,V,398128,84927
CK,19820467,75608,Orehovlje,1.35,2010/08/03,2010/08/03,V,392538,84547
CK,19896544,128623,Idrija pri Bači,5.03,2004/05/14,2004/05/14,V,406118,111208
CK,20022124,17613,KS Kanižarica,2.95,2022/09/21,2022/09/21,V,513378,46515
CK,20027835,73614,Krajevna skupnost Krasinec,4.72,2014/09/10,2014/09/10,V,521778,49865
CK,20033789,17614,KS Tanča Gora,14.13,2022/09/21,2022/09/21,V,512258,44455
CK,20134399,193601,Krajevna skupnost Hinje,48.18,2000/11/09,2000/11/09,V,491149,69605
CK,20140348,85632,Krajevna skupnost Karteljevo,4.43,2013/03/12,2013/03/12,V,511129,80955
CK,20341408,9620,Križe,4.43,2003/04/02,2003/04/07,V,543450,97335
CK,20341416,9621,Pečice,3.09,2003/04/02,2003/04/07,V,544820,97174
CK,20461209,54617,Spodnji Stari Grad - Spodnja Libna,2.81,2010/08/05,2010/08/05,V,539699,90195
CK,20547588,110601,Blanca,16.76,1997/08/01,1997/09/08,V,530930,96505
CK,20547596,110602,Boštanj,50.81,1997/08/01,1997/09/08,V,520060,96215
CK,20547600,110603,Krmelj,5.87,1997/08/01,1997/09/08,V,513869,94083
CK,20547618,110604,Loka pri Zidanem Mostu,24.39,1997/08/01,1997/09/08,V,517690,102585
CK,20547626,110605,Primož,11.73,1997/08/01,1997/09/08,V,522860,92305
CK,20547634,110606,Sevnica,36.97,1997/08/01,1997/09/08,V,523880,98005
CK,20547642,110607,Studenec,18.29,1997/08/01,1997/09/08,V,526449,91085
CK,20547669,110608,Šentjanž,40.38,1997/08/01,1997/09/08,V,511690,97855
CK,20547677,110609,Tržišče,35.52,1997/08/01,1997/09/08,V,516149,90185
CK,20547685,110610,Zabukovje,29.25,1997/08/01,1997/09/08,V,528400,101635
CK,20558440,110611,Dolnje Brezovo,2.03,2014/07/28,2014/07/28,V,528140,95035
CK,20661968,103602,KOTLJE,22.75,1999/12/06,1999/12/15,V,497441,154646
CK,20661976,103603,STROJNSKA REKA,17.68,1999/12/06,1999/12/15,V,497661,156686
CK,20662034,16601,ŽERJAV,20.78,1999/12/06,1999/12/22,V,495871,147936
CK,20670088,175601,KRAJEVNA SKUPNOST ŠENTANEL,14.46,2002/09/13,2002/09/13,V,490531,161767
CK,20670096,175602,KRAJEVNA SKUPNOST LEŠE,7.51,2002/09/13,2002/09/13,V,492201,154996
CK,20670100,175603,KRAJEVNA SKUPNOST HOLMEC,12.19,2002/09/13,2002/09/13,V,488891,159467
CK,20768975,101601,Radlje ob Dravi,34.93,1997/12/08,1997/12/23,V,517342,163976
CK,20768983,101602,Remšnik,25.42,1997/12/08,1997/12/23,V,522902,164655
CK,20768991,101603,Vuhred,12.19,1997/12/08,1997/12/23,V,519102,159165
CK,20769009,101604,Sv. Anton na Pohorju,21.48,1997/12/08,1997/12/23,V,516652,159306
CK,20769432,25601,Črneče,11.48,1998/03/18,1998/03/19,V,499831,161116
CK,20769459,25602,Dravograd,45.84,1998/03/18,1998/03/19,V,502141,161466
CK,20769467,25603,Libeliče,12.07,1998/03/18,1998/03/19,V,495691,163086
CK,20769475,25604,Šentjanž,20.41,1998/03/18,1998/03/19,V,502701,157636
CK,20769483,25605,Trbonje,15.17,1998/03/18,1998/03/19,V,506511,160496
CK,20878380,87601,Ivanjkovci,28.35,1998/01/21,1998/01/21,V,588801,147963
CK,20878398,87602,Kog,14.21,1998/01/21,1998/01/21,V,596041,146663
CK,20878401,87603,Miklavž pri Ormožu,19.12,1998/01/21,1998/01/21,V,593301,147313
CK,20878410,87604,Ormož,36.87,1998/01/21,1998/01/21,V,588231,141623
CK,20878428,87605,Podgorci,17.98,1998/01/21,1998/01/21,V,580911,143273
CK,20878452,87608,Velika Nedelja,25.24,1998/01/21,1998/01/21,V,585021,143653
CK,21047201,135608,Krajevna skupnost Sela,5.21,2010/09/15,2010/09/15,V,563561,137094
CK,21047210,135605,Krajevna skupnost Lancova vas,4.2,2010/09/15,2010/09/15,V,565221,137334
CK,21047228,135603,Krajevna skupnost Pobrežje,6.22,2010/09/15,2010/09/15,V,568241,140374
CK,21047236,135604,Krajevna skupnost Tržec,4.06,2010/09/15,2010/09/15,V,565611,136179
CK,21047244,135606,Krajevna skupnost Soviče-Dravci-Vareja,6.51,2010/09/15,2010/09/15,V,571171,135774
CK,21214124,151601,Braslovče,34.8,1999/09/16,1999/09/16,V,502970,127636
CK,21214132,190601,Galicija,18.59,1999/09/09,1999/09/15,V,516340,127125
CK,21214159,190602,Gotovlje,8.57,1999/09/09,1999/09/15,V,512070,124375
CK,21214167,151602,Gomilsko,8.02,1999/09/16,1999/09/16,V,502870,124406
CK,21214175,190603,Griže,19.93,1999/09/09,1999/09/15,V,511910,120055
CK,21214183,190604,Levec,1.76,1999/09/09,1999/09/15,V,516710,122335
CK,21214191,190605,Liboje,16.34,1999/09/09,1999/09/15,V,515680,120385
CK,21214205,190606,Petrovče,11.89,1999/09/09,1999/09/15,V,514720,123515
CK,21214213,190607,Ponikva,15.13,1999/09/09,1999/09/15,V,511000,131985
CK,21214221,190608,Šempeter,16.94,1999/09/09,1999/09/15,V,508580,124285
CK,21214230,190609,Vrbje,2.56,1999/09/09,1999/09/15,V,512010,122765
CK,21214248,151603,Letuš,7.55,1999/09/16,1999/09/16,V,500780,131116
CK,21214256,190610,Mestna skupnost Žalec,5.39,1999/09/09,1999/09/15,V,513131,125006
CK,21214264,151604,Trnava,4.63,1999/09/16,1999/09/16,V,505080,123916
CK,21318051,133601,Bevče,2.16,1997/09/10,1997/09/10,V,511161,135266
CK,21318060,133602,Cirkovce,6.77,1997/09/10,1997/09/10,V,510431,139526
CK,21318167,133603,Gorica,1.03,1997/09/10,1997/09/10,V,509891,135266
CK,21318230,133604,Konovo,3.86,1997/09/10,1997/09/10,V,509481,137036
CK,21318256,133605,Paka pri Velenju,12.7,1997/09/10,1997/09/10,V,512921,136546
CK,21318485,133606,Pesje,3.17,1997/09/10,1997/09/10,V,506110,136536
CK,21318680,133608,Plešivec,9.09,1997/09/10,1997/09/10,V,508111,141136
CK,21318698,133609,Staro Velenje,3.13,1997/09/10,1997/09/10,V,508480,134816
CK,21318701,133610,Stara vas,1.59,1997/09/10,1997/09/10,V,508061,136796
CK,21318710,133611,Šalek,1.04,1997/09/10,1997/09/10,V,510261,135746
CK,21318728,133612,Šentilj,9.74,1997/09/10,1997/09/10,V,508980,132886
CK,21318736,133613,Škale - Hrastovec,8.47,1997/09/10,1997/09/10,V,507681,138916
CK,21318744,133614,Šmartno,0.43,1997/09/10,1997/09/10,V,509271,136056
CK,21318752,133615,Vinska Gora,14.77,1997/09/10,1997/09/10,V,513130,133995
CK,21318817,126601,Bele vode,24.29,1997/09/10,1997/09/10,V,493910,141106
CK,21318825,126602,Družmirje - Gaberke,5.93,1998/10/21,1998/10/22,V,505761,139346
CK,21318833,126603,Lokovica,8.05,1997/09/10,1997/09/10,V,502930,135906
CK,21318841,126604,Ravne,14.03,1997/09/10,1997/09/10,V,504851,142186
CK,21318850,126605,Skorno - Florjan,8.67,1997/09/10,1997/09/10,V,499696,139281
CK,21318868,126606,Šoštanj,3.68,1997/09/10,1997/09/10,V,503710,137786
CK,21318876,126607,Topolšica,11.47,1997/09/10,1997/09/10,V,501410,140406
CK,21318884,126608,Zavodnje,10.33,1997/09/10,1997/09/10,V,501320,142686
CK,21320722,126609,Šentvid,9.3,1998/10/21,1998/10/22,V,498090,143816
CK,21340103,133616,Kavče,1.15,2003/12/10,2003/12/10,V,508010,134156
CK,21340111,133617,Podkraj,4.01,2003/12/10,2003/12/10,V,506560,134476
